/*********************************************
 * OPL 12.7.1.0 Data
 * Author: PC
 * Creation Date: 2017年11月23日 at 下午2:38:24
 *********************************************/
NumNodes = 12;

NumDemands = 132;

NumNFs = 3;

NFs = {NF1, NF2, NF3};

NumVM = 3;

VMtroughput = #[
	NF1 : 1000
	NF2 : 1000
	NF3 : 1000
]#;

Arcs = {
   // from, to, capacity
   <  0,    1,  10000 >,
   <  0,    2,  10000 >,
   <  1,    2,  10000 >,
   <  1,    3,  10000 >,
   <  2,    4,  10000 >,
   <  3,    5,  10000 >,
   <  4,    5,  10000 >,
   <  4,    6,  10000 >,
   <  5,    7,  10000 >,
   <  6,    7,  10000 >,
   <  6,    9,  10000 >,
   <  7,    8,  10000 >,
   <  7,    10,  10000 >,
   <  9,    11,  10000 >,
   <  10,   11,  10000 >,
    //reverse
   <  1,    0,  10000 >,
   <  2,    0,  10000 >,
   <  2,    1,  10000 >,
   <  3,    1,  10000 >,
   <  4,    2,  10000 >,
   <  5,    3,  10000 >,
   <  5,    4,  10000 >,
   <  6,    4,  10000 >,
   <  7,    5,  10000 >,
   <  7,    6,  10000 >,
   <  9,    7,  10000 >,
   <  8,    7,  10000 >,
   <  10,   7,  10000 >,
   <  11,   9,  10000 >,
   <  11,   10,  10000 >,
   
};

/*
 Demands = {
   //id, src, dest, supply NFC
   <  1,  0,   1,   26143, #[NF1:1 NF2:2 NF3:3]#  >,
   <  2,  0,   2,   7469,  #[NF1:1 NF2:2 NF3:3]#  >,
   <  3,  0,   3,   36468,  #[NF1:1 NF2:2 NF3:3]#  >,
   <  4,  0,   4,   13517,  #[NF1:1 NF2:2 NF3:3]#  >,
   <  5,  0,   5,   7754, #[NF1:1 NF2:2 NF3:3]# >,
   <  6,  0,   6,   29555,  #[NF1:1 NF2:2 NF3:3]# >,
   <  7,  0,   7,   41339,  #[NF1:1 NF2:2 NF3:3]# >,
   <  8,  0,   8,   932,  #[NF1:1 NF2:2 NF3:3]# >,
   <  9,  0,   9,   24371,  #[NF1:1 NF2:2 NF3:3]# >,
   <  10, 0,   10,  16178,  #[NF1:1 NF2:2 NF3:3]# >,
   <  11, 0,   10,  12889,  #[NF1:1 NF2:2 NF3:3]# >,
   
   <  12, 1,   0,   6139,  #[NF1:1 NF2:2 NF3:3]# >,
   <  13, 1,   2,   5128,  #[NF1:1 NF2:2 NF3:3]# >,
   <  14, 1,   3,   9589,  #[NF1:1 NF2:2 NF3:3]# >,
   <  15, 1,   4,   2006,  #[NF1:1 NF2:2 NF3:3]# >,
   <  16, 1,   5,   2883,  #[NF1:1 NF2:2 NF3:3]# >,
   <  17, 1,   6,   3338,  #[NF1:1 NF2:2 NF3:3]# >,
   <  18, 1,   7,   955,  #[NF1:1 NF2:2 NF3:3]# >,
   <  19, 1,   8,   646,  #[NF1:1 NF2:2 NF3:3]# >,
   <  20, 1,   9,   6961,  #[NF1:1 NF2:2 NF3:3]# >,
   <  21, 1,   10,  3962,  #[NF1:1 NF2:2 NF3:3]# >,
   <  22, 1,   11,  5447,  #[NF1:1 NF2:2 NF3:3]# >,
   
   <  23, 2,   0,  6470,  #[NF1:1 NF2:2 NF3:3]# >,
   <  24, 2,   1,  22050,  #[NF1:1 NF2:2 NF3:3]# >,
   <  25, 2,   3,  7652,  #[NF1:1 NF2:2 NF3:3]# >,
   <  26, 2,   4,  4165,  #[NF1:1 NF2:2 NF3:3]# >,
   <  27, 2,   5,  7649,  #[NF1:1 NF2:2 NF3:3]# >,
   <  28, 2,   6,  7694,  #[NF1:1 NF2:2 NF3:3]# >,
   <  29, 2,   7,  3424,  #[NF1:1 NF2:2 NF3:3]# >,
   <  30, 2,   8,  1642,  #[NF1:1 NF2:2 NF3:3]# >,
   <  31, 2,   9,  14012,  #[NF1:1 NF2:2 NF3:3]# >,
   <  32, 2,   10, 10290,  #[NF1:1 NF2:2 NF3:3]# >,
   <  33, 2,   11, 6177,  #[NF1:1 NF2:2 NF3:3]# >,
   
   <  34, 3,   0,  9684,  #[NF1:1 NF2:2 NF3:3]# >,
   <  35, 3,   1,  22906,  #[NF1:1 NF2:2 NF3:3]# >,
   <  36, 3,   2,  6459,  #[NF1:1 NF2:2 NF3:3]# >,
   <  37, 3,   4,  2766,  #[NF1:1 NF2:2 NF3:3]# >,
   <  38, 3,   5,  161581,  #[NF1:1 NF2:2 NF3:3]# >,
   <  39, 3,   6,  11906,  #[NF1:1 NF2:2 NF3:3]# >,
   <  40, 3,   7,  44484,  #[NF1:1 NF2:2 NF3:3]# >,
   <  41, 3,   8,  1337,  #[NF1:1 NF2:2 NF3:3]# >,
   <  42, 3,   9,  424969,  #[NF1:1 NF2:2 NF3:3]# >,
   <  43, 3,   10, 71197,  #[NF1:1 NF2:2 NF3:3]# >,
   <  44, 3,   11, 11969,  #[NF1:1 NF2:2 NF3:3]# >,
   
   
   <  45, 4,   0,  1946,  #[NF1:1 NF2:2 NF3:3]# >,
   <  46, 4,   1,  1213,  #[NF1:1 NF2:2 NF3:3]# >,
   <  47, 4,   2,  3962,  #[NF1:1 NF2:2 NF3:3]# >,
   <  48, 4,   3,  2783,  #[NF1:1 NF2:2 NF3:3]# >,
   <  49, 4,   5,  2893,  #[NF1:1 NF2:2 NF3:3]# >,
   <  50, 4,   6,  3800,  #[NF1:1 NF2:2 NF3:3]# >,
   <  51, 4,   7,  2001,  #[NF1:1 NF2:2 NF3:3]# >,
   <  52, 4,   8,  745,  #[NF1:1 NF2:2 NF3:3]# >,
   <  53, 4,   9,  7815,  #[NF1:1 NF2:2 NF3:3]# >,
   <  54, 4,   10, 4507,  #[NF1:1 NF2:2 NF3:3]# >,
   <  55, 4,   11, 3823,  #[NF1:1 NF2:2 NF3:3]# >,
   
   
   <  56, 5,   0,  1745,  #[NF1:1 NF2:2 NF3:3]# >,
   <  57, 5,   1,  630,  #[NF1:1 NF2:2 NF3:3]# >,
   <  58, 5,   2,  1454,  #[NF1:1 NF2:2 NF3:3]# >,
   <  59, 5,   3,  16437,  #[NF1:1 NF2:2 NF3:3]# >,
   <  60, 5,   4,  2026,  #[NF1:1 NF2:2 NF3:3]# >,
   <  61, 5,   6,  3337,  #[NF1:1 NF2:2 NF3:3]# >,
   <  62, 5,   7,  26089,  #[NF1:1 NF2:2 NF3:3]# >,
   <  63, 5,   8,  832,  #[NF1:1 NF2:2 NF3:3]# >,
   <  64, 5,   9,  12913,  #[NF1:1 NF2:2 NF3:3]# >,
   <  65, 5,   10, 15095,  #[NF1:1 NF2:2 NF3:3]# >,
   <  66, 5,   11, 6840,  #[NF1:1 NF2:2 NF3:3]# >,
   
   
   <  67, 6,   0,  3580,  #[NF1:1 NF2:2 NF3:3]# >,
   <  68, 6,   1,  2094,  #[NF1:1 NF2:2 NF3:3]# >,
   <  69, 6,   2,  10771,  #[NF1:1 NF2:2 NF3:3]# >,
   <  70, 6,   3,  22366,  #[NF1:1 NF2:2 NF3:3]# >,
   <  71, 6,   4,  4841,  #[NF1:1 NF2:2 NF3:3]# >,
   <  72, 6,   5,  14702,  #[NF1:1 NF2:2 NF3:3]# >,
   <  73, 6,   7,  8016,  #[NF1:1 NF2:2 NF3:3]# >,
   <  74, 6,   8,  1992,  #[NF1:1 NF2:2 NF3:3]# >,
   <  75, 6,   9,  27187.,  #[NF1:1 NF2:2 NF3:3]# >,
   <  76, 6,   10,  13342,  #[NF1:1 NF2:2 NF3:3]# >,
